BRTH_YR,NM,CNT
2014,adrianna,11.0
2014,aicha,23.0
2014,aisha,15.0
2014,aissatou,13.0
2014,alana,16.0
2014,alexandria,10.0
2014,alexis,13.0
2014,aliyah,23.0
2014,alyssa,24.0
2014,amara,12.0
2014,amaya,33.0
2014,amelia,28.0
2014,amia,10.0
2014,amina,27.0
2014,aminata,29.0
2014,amira,15.0
2014,amirah,10.0
2014,amiya,10.0
2014,amiyah,18.0
2014,angelina,14.0
2014,aniya,11.0
2014,aniyah,17.0
2014,annabelle,14.0
2014,aria,19.0
2014,ariana,24.0
2014,arianna,37.0
2014,ariel,45.0
2014,arielle,15.0
2014,ashley,17.0
2014,aubree,12.0
2014,aubrey,21.0
2014,autumn,41.0
2014,ava,78.0
2014,avery,25.0
2014,bella,15.0
2014,blessing,11.0
2014,brianna,24.0
2014,brielle,30.0
2014,brooke,11.0
2014,brooklyn,14.0
2014,cali,17.0
2014,chanel,11.0
2014,charlotte,11.0
2014,chelsea,30.0
2014,chloe,68.0
2014,christina,10.0
2014,dakota,13.0
2014,danielle,12.0
2014,destiny,28.0
2014,egypt,11.0
2014,eliana,23.0
2014,elizabeth,25.0
2014,ella,11.0
2014,emily,37.0
2014,emma,23.0
2014,eva,16.0
2014,faith,40.0
2014,fanta,12.0
2014,fatima,32.0
2014,fatou,10.0
2014,fatoumata,47.0
2014,gabriella,28.0
2014,gabrielle,37.0
2014,genesis,20.0
2014,gianna,14.0
2014,grace,20.0
2014,hailey,21.0
2014,hannah,17.0
2014,harmony,17.0
2014,hawa,14.0
2014,heaven,25.0
2014,hope,11.0
2014,imani,24.0
2014,isabella,47.0
2014,isabelle,20.0
2014,jada,18.0
2014,jade,22.0
2014,janelle,12.0
2014,jasmine,25.0
2014,jayda,13.0
2014,jayla,25.0
2014,jordan,13.0
2014,jordyn,21.0
2014,journee,11.0
2014,journey,13.0
2014,joy,11.0
2014,kadiatou,10.0
2014,kaitlyn,24.0
2014,kali,12.0
2014,kayla,36.0
2014,kaylee,24.0
2014,kelsey,14.0
2014,kennedy,25.0
2014,khadijah,13.0
2014,khloe,39.0
2014,kiara,15.0
2014,kimora,13.0
2014,kristen,10.0
2014,kyla,11.0
2014,kylee,10.0
2014,kylie,30.0
2014,laila,27.0
2014,lailah,10.0
2014,lauren,37.0
2014,lauryn,10.0
2014,layla,26.0
2014,leah,36.0
2014,leilani,13.0
2014,lillian,11.0
2014,logan,14.0
2014,london,61.0
2014,londyn,26.0
2014,lyric,15.0
2014,mackenzie,15.0
2014,madison,130.0
2014,madisyn,14.0
2014,makayla,40.0
2014,malaysia,14.0
2014,malia,18.0
2014,maliyah,20.0
2014,mariah,22.0
2014,mariam,47.0
2014,mariama,16.0
2014,maryam,10.0
2014,maya,36.0
2014,mckenzie,30.0
2014,melanie,11.0
2014,mia,61.0
2014,michelle,22.0
2014,mikayla,17.0
2014,mila,11.0
2014,milan,26.0
2014,miracle,13.0
2014,morgan,36.0
2014,mya,26.0
2014,nahla,13.0
2014,naomi,32.0
2014,nevaeh,31.0
2014,nia,31.0
2014,nova,11.0
2014,nyla,36.0
2014,nylah,34.0
2014,olivia,52.0
2014,oumou,13.0
2014,paige,28.0
2014,paris,29.0
2014,penelope,10.0
2014,peyton,34.0
2014,phoenix,10.0
2014,riley,20.0
2014,samantha,14.0
2014,sanaa,14.0
2014,sanai,15.0
2014,saniyah,10.0
2014,sarah,22.0
2014,sarai,15.0
2014,sariah,12.0
2014,savannah,53.0
2014,serenity,46.0
2014,shiloh,10.0
2014,skye,17.0
2014,skyla,28.0
2014,skylah,24.0
2014,skylar,63.0
2014,skyler,10.0
2014,sofia,12.0
2014,sophia,36.0
2014,summer,10.0
2014,sydney,21.0
2014,taylor,45.0
2014,tiana,13.0
2014,tianna,13.0
2014,tori,18.0
2014,trinity,19.0
2014,victoria,30.0
2014,violet,14.0
2014,winter,16.0
2014,wynter,12.0
2014,zaniyah,10.0
2014,zara,14.0
2014,zariah,10.0
2014,zendaya,13.0
2014,zoe,23.0
2014,zoey,32.0
2014,zuri,21.0
2014,aaliyah,55.0
2014,abigail,104.0
2014,adelyn,10.0
2014,adriana,42.0
2014,adrianna,18.0
2014,aileen,20.0
2014,alana,17.0
2014,alanis,26.0
2014,alejandra,17.0
2014,alessandra,12.0
2014,alexa,71.0
2014,alexandra,31.0
2014,alexia,13.0
2014,alexis,13.0
2014,alice,19.0
2014,alicia,14.0
2014,alina,30.0
2014,alison,21.0
2014,alissa,10.0
2014,aliyah,19.0
2014,allison,103.0
2014,allyson,16.0
2014,alma,13.0
2014,alondra,15.0
2014,alyssa,31.0
2014,amalia,15.0
2014,amanda,31.0
2014,amaya,27.0
2014,amber,18.0
2014,amelia,60.0
2014,amy,73.0
2014,ana,33.0
2014,anabella,10.0
2014,anabelle,10.0
2014,anaya,12.0
2014,andrea,46.0
2014,angela,17.0
2014,angelica,30.0
2014,angelina,34.0
2014,angeline,12.0
2014,angelique,17.0
2014,angie,19.0
2014,anna,14.0
2014,annabella,15.0
2014,annabelle,12.0
2014,annalise,12.0
2014,april,12.0
2014,arabella,16.0
2014,arely,11.0
2014,aria,28.0
2014,ariana,94.0
2014,arianna,85.0
2014,ariel,19.0
2014,ariella,16.0
2014,arielle,13.0
2014,arya,13.0
2014,ashley,139.0
2014,athena,23.0
2014,aubree,18.0
2014,aubrey,45.0
2014,audrey,17.0
2014,aurora,10.0
2014,autumn,13.0
2014,ava,79.0
2014,avery,28.0
2014,ayleen,12.0
2014,aylin,45.0
2014,bella,62.0
2014,bianca,22.0
2014,brenda,14.0
2014,briana,14.0
2014,brianna,86.0
2014,brielle,10.0
2014,brigitte,11.0
2014,brittany,34.0
2014,brooke,10.0
2014,bryanna,12.0
2014,camila,193.0
2014,carla,13.0
2014,carmen,14.0
2014,carolina,10.0
2014,caroline,10.0
2014,cataleya,12.0
2014,catalina,19.0
2014,catherine,11.0
2014,cecilia,10.0
2014,celeste,12.0
2014,celine,10.0
2014,charlotte,31.0
2014,chelsea,34.0
2014,chloe,68.0
2014,christina,10.0
2014,crystal,16.0
2014,cynthia,10.0
2014,daisy,19.0
2014,daleyza,14.0
2014,daniela,50.0
2014,daniella,32.0
2014,danna,31.0
2014,dayana,16.0
2014,delilah,41.0
2014,destiny,25.0
2014,diana,33.0
2014,eileen,11.0
2014,elena,32.0
2014,eliana,29.0
2014,elisa,14.0
2014,eliza,11.0
2014,elizabeth,40.0
2014,ella,19.0
2014,emely,60.0
2014,emilia,21.0
2014,emily,170.0
2014,emma,167.0
2014,erika,13.0
2014,esmeralda,19.0
2014,esther,20.0
2014,eva,33.0
2014,evangeline,11.0
2014,evelyn,32.0
2014,faith,32.0
2014,francesca,12.0
2014,gabriela,45.0
2014,gabriella,78.0
2014,genesis,102.0
2014,gia,12.0
2014,gianna,43.0
2014,giselle,32.0
2014,grace,41.0
2014,guadalupe,29.0
2014,hailey,92.0
2014,hailie,10.0
2014,hannah,21.0
2014,haylee,15.0
2014,hazel,12.0
2014,heaven,15.0
2014,heidi,11.0
2014,helen,18.0
2014,isabel,42.0
2014,isabella,331.0
2014,isabelle,27.0
2014,itzel,24.0
2014,ivanna,11.0
2014,izabella,10.0
2014,jacqueline,18.0
2014,jade,41.0
2014,jasmine,34.0
2014,jayla,22.0
2014,jaylah,15.0
2014,jayleen,25.0
2014,jaylene,13.0
2014,jaylin,14.0
2014,jazlyn,22.0
2014,jazmin,33.0
2014,jennifer,34.0
2014,jessica,21.0
2014,jessie,11.0
2014,jimena,11.0
2014,jocelyn,32.0
2014,joselyn,10.0
2014,julia,20.0
2014,juliana,27.0
2014,julianna,19.0
2014,juliet,16.0
2014,juliette,21.0
2014,julissa,15.0
2014,kailey,13.0
2014,kaitlyn,25.0
2014,kamila,21.0
2014,karen,19.0
2014,karla,23.0
2014,kate,10.0
2014,katelyn,17.0
2014,katherine,33.0
2014,katie,12.0
2014,kayla,44.0
2014,kaylee,76.0
2014,kayleen,15.0
2014,kaylie,10.0
2014,kaylin,12.0
2014,keila,10.0
2014,kelly,16.0
2014,kendra,11.0
2014,keyla,15.0
2014,khloe,68.0
2014,kiara,34.0
2014,kimberly,72.0
2014,kylie,52.0
2014,laila,24.0
2014,laura,15.0
2014,lauren,18.0
2014,layla,50.0
2014,leah,100.0
2014,leila,19.0
2014,leilani,18.0
2014,leslie,34.0
2014,lesly,15.0
2014,leyla,11.0
2014,lia,17.0
2014,liana,12.0
2014,liliana,17.0
2014,lillian,10.0
2014,lily,19.0
2014,lindsay,15.0
2014,litzy,10.0
2014,lizbeth,19.0
2014,lola,14.0
2014,london,29.0
2014,londyn,10.0
2014,lucia,19.0
2014,luciana,18.0
2014,luna,42.0
2014,mackenzie,15.0
2014,madeline,23.0
2014,madelyn,15.0
2014,madison,90.0
2014,magaly,11.0
2014,maia,14.0
2014,makayla,16.0
2014,maria,57.0
2014,mariah,10.0
2014,mariana,18.0
2014,marilyn,13.0
2014,marjorie,16.0
2014,maya,45.0
2014,megan,21.0
2014,melanie,106.0
2014,melany,39.0
2014,melina,18.0
2014,melissa,29.0
2014,melody,22.0
2014,mia,255.0
2014,michelle,44.0
2014,mikaela,11.0
2014,mila,46.0
2014,miranda,13.0
2014,monica,12.0
2014,monserrat,10.0
2014,montserrat,15.0
2014,mya,27.0
2014,naomi,27.0
2014,nashla,19.0
2014,natalia,45.0
2014,natalie,28.0
2014,nathalie,24.0
2014,nathaly,19.0
2014,nayeli,17.0
2014,nevaeh,13.0
2014,nicole,48.0
2014,nina,11.0
2014,nyla,10.0
2014,nylah,15.0
2014,olivia,96.0
2014,paige,14.0
2014,pamela,13.0
2014,paris,11.0
2014,penelope,58.0
2014,peyton,16.0
2014,rachel,12.0
2014,rebecca,12.0
2014,riley,15.0
2014,rose,32.0
2014,ruby,22.0
2014,ruth,10.0
2014,sabrina,18.0
2014,salome,11.0
2014,samantha,91.0
2014,sara,21.0
2014,sarah,39.0
2014,sarai,17.0
2014,savannah,43.0
2014,scarlett,80.0
2014,selena,14.0
2014,serenity,35.0
2014,sherlyn,22.0
2014,shirley,15.0
2014,sienna,10.0
2014,skyla,16.0
2014,skylar,25.0
2014,skyler,11.0
2014,sofia,199.0
2014,sophia,259.0
2014,sophie,26.0
2014,stella,16.0
2014,stephanie,39.0
2014,tatiana,12.0
2014,taylor,23.0
2014,tiffany,20.0
2014,trinity,11.0
2014,valentina,135.0
2014,valeria,34.0
2014,valerie,57.0
2014,valery,12.0
2014,vanessa,29.0
2014,victoria,148.0
2014,violet,27.0
2014,violeta,12.0
2014,wendy,11.0
2014,ximena,26.0
2014,yaretzi,20.0
2014,yasmin,10.0
2014,zoe,87.0
2014,zoey,34.0
2014,abigail,124.0
2014,ada,12.0
2014,addison,22.0
2014,adelaide,19.0
2014,adele,24.0
2014,adelina,11.0
2014,adeline,12.0
2014,adina,22.0
2014,adriana,23.0
2014,adrianna,10.0
2014,ahuva,22.0
2014,aisha,13.0
2014,alessandra,18.0
2014,alessia,20.0
2014,alexa,37.0
2014,alexandra,84.0
2014,alexis,23.0
2014,alice,56.0
2014,alina,19.0
2014,alisa,13.0
2014,aliza,17.0
2014,allison,14.0
2014,alma,11.0
2014,alyssa,36.0
2014,amanda,10.0
2014,amelia,73.0
2014,amelie,10.0
2014,amina,27.0
2014,amira,19.0
2014,ana,11.0
2014,anastasia,26.0
2014,angelica,12.0
2014,angelina,46.0
2014,anisa,14.0
2014,anna,95.0
2014,annabelle,26.0
2014,anne,10.0
2014,antonia,17.0
2014,aria,45.0
2014,ariana,41.0
2014,arianna,31.0
2014,ariel,13.0
2014,ariella,32.0
2014,ashley,14.0
2014,atara,13.0
2014,athena,10.0
2014,audrey,33.0
2014,aurora,19.0
2014,ava,146.0
2014,avery,66.0
2014,avigail,12.0
2014,avital,10.0
2014,aviva,14.0
2014,aya,14.0
2014,ayala,10.0
2014,ayla,18.0
2014,aziza,11.0
2014,baila,39.0
2014,barbara,10.0
2014,batsheva,32.0
2014,beatrice,44.0
2014,bella,33.0
2014,bianca,15.0
2014,blake,11.0
2014,blima,29.0
2014,blimy,27.0
2014,bracha,22.0
2014,brianna,16.0
2014,bridget,11.0
2014,brielle,12.0
2014,brooke,33.0
2014,brucha,13.0
2014,bruchy,17.0
2014,brynn,10.0
2014,caitlin,11.0
2014,camila,10.0
2014,camilla,17.0
2014,camille,11.0
2014,carly,10.0
2014,carolina,13.0
2014,caroline,45.0
2014,cassidy,10.0
2014,catherine,37.0
2014,cecelia,11.0
2014,cecilia,24.0
2014,celia,10.0
2014,celine,10.0
2014,chana,143.0
2014,chany,33.0
2014,charlie,20.0
2014,charlotte,133.0
2014,chava,39.0
2014,chavy,13.0
2014,chaya,194.0
2014,chloe,81.0
2014,christina,11.0
2014,claire,43.0
2014,clara,36.0
2014,clementine,11.0
2014,colette,15.0
2014,cora,19.0
2014,dahlia,13.0
2014,daniella,23.0
2014,danielle,23.0
2014,daphne,16.0
2014,delilah,10.0
2014,devora,23.0
2014,devorah,47.0
2014,diana,25.0
2014,dina,28.0
2014,dylan,33.0
2014,eden,14.0
2014,eleanor,65.0
2014,elena,27.0
2014,eleni,10.0
2014,eliana,49.0
2014,elisheva,12.0
2014,eliza,21.0
2014,elizabeth,101.0
2014,ella,112.0
2014,elle,24.0
2014,ellie,31.0
2014,eloise,42.0
2014,elsa,13.0
2014,emerson,17.0
2014,emilia,54.0
2014,emily,143.0
2014,emma,205.0
2014,emmeline,11.0
2014,erin,10.0
2014,esme,14.0
2014,ester,10.0
2014,esther,233.0
2014,esty,22.0
2014,etty,18.0
2014,eva,74.0
2014,evangeline,11.0
2014,eve,18.0
2014,evelyn,64.0
2014,everly,14.0
2014,evie,12.0
2014,faiga,24.0
2014,faigy,74.0
2014,fatima,11.0
2014,fiona,36.0
2014,fradel,11.0
2014,frady,14.0
2014,fraidy,29.0
2014,frances,22.0
2014,francesca,39.0
2014,frimet,12.0
2014,gabriela,13.0
2014,gabriella,93.0
2014,gabrielle,15.0
2014,gemma,17.0
2014,genevieve,23.0
2014,georgia,26.0
2014,gia,17.0
2014,gianna,38.0
2014,giovanna,13.0
2014,giselle,12.0
2014,gitty,68.0
2014,giuliana,23.0
2014,golda,18.0
2014,goldie,11.0
2014,goldy,17.0
2014,grace,86.0
2014,hadassah,13.0
2014,hadley,19.0
2014,hailey,22.0
2014,hana,12.0
2014,hanna,17.0
2014,hannah,64.0
2014,harlow,11.0
2014,harper,41.0
2014,hazel,24.0
2014,helen,17.0
2014,helena,17.0
2014,henchy,20.0
2014,henny,18.0
2014,hinda,10.0
2014,hindy,34.0
2014,iris,14.0
2014,isabel,30.0
2014,isabella,117.0
2014,isabelle,26.0
2014,isla,31.0
2014,ivy,20.0
2014,jacqueline,16.0
2014,jana,10.0
2014,jane,25.0
2014,jasmina,11.0
2014,jasmine,19.0
2014,jenna,23.0
2014,jessica,14.0
2014,jordyn,11.0
2014,josephine,39.0
2014,julia,84.0
2014,juliana,30.0
2014,julianna,17.0
2014,julie,14.0
2014,juliet,31.0
2014,juliette,32.0
2014,june,13.0
2014,juniper,14.0
2014,kaitlyn,10.0
2014,kate,17.0
2014,katherine,42.0
2014,kayla,42.0
2014,kaylee,15.0
2014,keira,13.0
2014,kennedy,10.0
2014,khloe,11.0
2014,kira,13.0
2014,kylie,13.0
2014,laila,23.0
2014,lana,13.0
2014,lara,17.0
2014,laura,22.0
2014,lauren,33.0
2014,layan,13.0
2014,layla,55.0
2014,lea,30.0
2014,leah,206.0
2014,leila,14.0
2014,lena,28.0
2014,leora,10.0
2014,lia,12.0
2014,liana,15.0
2014,liba,23.0
2014,libby,30.0
2014,lila,42.0
2014,lilah,11.0
2014,lilian,10.0
2014,liliana,22.0
2014,lillian,40.0
2014,lilly,16.0
2014,lily,88.0
2014,lina,13.0
2014,linda,10.0
2014,liv,16.0
2014,livia,13.0
2014,lola,20.0
2014,louisa,12.0
2014,lucia,29.0
2014,lucy,58.0
2014,luna,16.0
2014,lydia,14.0
2014,lyla,19.0
2014,mackenzie,26.0
2014,madeleine,35.0
2014,madeline,59.0
2014,madelyn,24.0
2014,madison,68.0
2014,mae,11.0
2014,maeve,30.0
2014,maisie,14.0
2014,malak,14.0
2014,malka,84.0
2014,malky,70.0
2014,margaret,33.0
2014,margot,19.0
2014,maria,45.0
2014,mariam,19.0
2014,marielle,11.0
2014,mary,28.0
2014,maryam,23.0
2014,matilda,18.0
2014,maya,106.0
2014,melanie,13.0
2014,menucha,13.0
2014,mia,139.0
2014,michaela,13.0
2014,michelle,23.0
2014,mikayla,15.0
2014,mila,62.0
2014,milana,19.0
2014,mina,12.0
2014,mindy,29.0
2014,mira,17.0
2014,mirel,15.0
2014,miriam,143.0
2014,molly,27.0
2014,morgan,14.0
2014,mushka,12.0
2014,nadia,13.0
2014,naomi,49.0
2014,natalia,13.0
2014,natalie,44.0
2014,nechama,30.0
2014,nicole,41.0
2014,nina,41.0
2014,noa,28.0
2014,noelle,13.0
2014,noor,15.0
2014,nora,70.0
2014,olive,19.0
2014,olivia,248.0
2014,paige,22.0
2014,parker,17.0
2014,pearl,23.0
2014,penelope,63.0
2014,perel,19.0
2014,perl,17.0
2014,perry,13.0
2014,pessy,30.0
2014,peyton,15.0
2014,phoebe,27.0
2014,piper,19.0
2014,poppy,14.0
2014,quinn,26.0
2014,rachel,228.0
2014,raizel,15.0
2014,raizy,84.0
2014,rebecca,43.0
2014,reese,22.0
2014,reizy,10.0
2014,rena,11.0
2014,rifky,11.0
2014,riley,31.0
2014,rivka,100.0
2014,rivky,52.0
2014,rochel,31.0
2014,roizy,13.0
2014,rosa,10.0
2014,rose,55.0
2014,rowan,10.0
2014,ruby,48.0
2014,ruchel,10.0
2014,ruchy,17.0
2014,ruth,11.0
2014,sabrina,25.0
2014,sadie,43.0
2014,salma,10.0
2014,samantha,57.0
2014,samira,10.0
2014,sara,121.0
2014,sarah,185.0
2014,sasha,12.0
2014,savannah,25.0
2014,scarlett,40.0
2014,serena,16.0
2014,shaina,13.0
2014,shaindel,15.0
2014,shaindy,55.0
2014,shayna,12.0
2014,shifra,21.0
2014,shira,24.0
2014,shoshana,19.0
2014,siena,16.0
2014,sienna,44.0
2014,sima,14.0
2014,simone,22.0
2014,skylar,17.0
2014,sloane,25.0
2014,sofia,110.0
2014,sophia,172.0
2014,sophie,56.0
2014,stella,78.0
2014,summer,13.0
2014,suri,13.0
2014,sury,31.0
2014,sydney,23.0
2014,sylvia,16.0
2014,sylvie,10.0
2014,talia,49.0
2014,tamar,12.0
2014,taylor,24.0
2014,tess,11.0
2014,tessa,13.0
2014,thea,11.0
2014,toby,46.0
2014,trany,12.0
2014,tzipora,14.0
2014,tziporah,12.0
2014,valentina,45.0
2014,vera,12.0
2014,veronica,18.0
2014,victoria,83.0
2014,violet,49.0
2014,vivian,61.0
2014,vivienne,36.0
2014,willa,26.0
2014,yael,16.0
2014,yasmina,11.0
2014,yasmine,12.0
2014,yehudis,25.0
2014,yides,26.0
2014,yitty,59.0
2014,yocheved,28.0
2014,zelda,12.0
2014,zissy,25.0
2014,zoe,96.0
2014,zoey,26.0
2014,aahil,14.0
2014,aaron,63.0
2014,aayan,10.0
2014,abdullah,30.0
2014,adam,35.0
2014,adrian,26.0
2014,adyan,17.0
2014,ahmed,12.0
2014,ahnaf,11.0
2014,aidan,29.0
2014,aiden,135.0
2014,alan,28.0
2014,albert,20.0
2014,alex,45.0
2014,alexander,51.0
2014,alfred,18.0
2014,ali,21.0
2014,allen,26.0
2014,alston,13.0
2014,alvin,32.0
2014,anderson,12.0
2014,andrew,63.0
2014,andy,42.0
2014,anson,23.0
2014,anthony,31.0
2014,arham,12.0
2014,arjun,20.0
2014,armaan,13.0
2014,arvin,11.0
2014,aryan,18.0
2014,asher,15.0
2014,austin,63.0
2014,ayaan,55.0
2014,ayan,16.0
2014,ayden,15.0
2014,azaan,10.0
2014,benjamin,48.0
2014,benson,23.0
2014,brandon,45.0
2014,brayden,10.0
2014,brian,34.0
2014,bryan,15.0
2014,caleb,23.0
2014,calvin,10.0
2014,cameron,11.0
2014,carson,38.0
2014,carter,12.0
2014,charles,21.0
2014,chase,11.0
2014,chris,14.0
2014,christian,15.0
2014,christopher,18.0
2014,colin,15.0
2014,connor,21.0
2014,damon,17.0
2014,daniel,87.0
2014,darren,15.0
2014,david,30.0
2014,derek,32.0
2014,devin,22.0
2014,dylan,50.0
2014,eason,38.0
2014,eden,17.0
2014,edison,14.0
2014,edward,13.0
2014,edwin,11.0
2014,eli,10.0
2014,elijah,13.0
2014,elvis,13.0
2014,emmanuel,10.0
2014,eric,84.0
2014,ethan,179.0
2014,evan,76.0
2014,felix,33.0
2014,frank,10.0
2014,gabriel,17.0
2014,gary,10.0
2014,gavin,20.0
2014,george,15.0
2014,gordon,10.0
2014,grayson,12.0
2014,harrison,16.0
2014,hassan,10.0
2014,hayden,16.0
2014,henry,30.0
2014,hudson,17.0
2014,hunter,18.0
2014,ian,43.0
2014,ibrahim,24.0
2014,isaac,33.0
2014,isaiah,12.0
2014,ivan,43.0
2014,jack,21.0
2014,jacob,48.0
2014,jaden,30.0
2014,jake,14.0
2014,james,52.0
2014,jason,78.0
2014,jasper,18.0
2014,jayden,187.0
2014,jeffrey,17.0
2014,jeremy,29.0
2014,jerry,15.0
2014,jimmy,19.0
2014,john,26.0
2014,jonathan,43.0
2014,jordan,17.0
2014,joseph,18.0
2014,joshua,36.0
2014,julian,17.0
2014,justin,56.0
2014,kabir,10.0
2014,kaden,12.0
2014,kai,21.0
2014,kayden,16.0
2014,kevin,62.0
2014,kimi,24.0
2014,kingsley,21.0
2014,kyle,53.0
2014,lawrence,26.0
2014,leo,48.0
2014,leon,15.0
2014,leonardo,13.0
2014,liam,61.0
2014,logan,24.0
2014,louis,18.0
2014,luca,14.0
2014,lucas,139.0
2014,luke,26.0
2014,marcus,28.0
2014,mark,10.0
2014,mason,64.0
2014,matthew,71.0
2014,max,22.0
2014,maxwell,20.0
2014,michael,44.0
2014,miles,20.0
2014,mohammad,63.0
2014,mohammed,35.0
2014,muhammad,129.0
2014,musa,11.0
2014,nathan,49.0
2014,nathaniel,23.0
2014,neil,13.0
2014,nicholas,30.0
2014,noah,42.0
2014,oliver,55.0
2014,omar,10.0
2014,oscar,27.0
2014,owen,48.0
2014,rayan,20.0
2014,raymond,37.0
2014,rayyan,24.0
2014,rehan,13.0
2014,richard,18.0
2014,ricky,10.0
2014,riley,10.0
2014,rohan,21.0
2014,roman,10.0
2014,roy,23.0
2014,ryan,164.0
2014,ryder,15.0
2014,samuel,22.0
2014,sean,12.0
2014,sebastian,17.0
2014,shawn,11.0
2014,shayan,10.0
2014,simon,10.0
2014,stanley,14.0
2014,steven,18.0
2014,syed,20.0
2014,tenzin,42.0
2014,theodore,22.0
2014,thomas,17.0
2014,timothy,19.0
2014,tony,11.0
2014,travis,10.0
2014,tristan,19.0
2014,tyler,33.0
2014,victor,12.0
2014,vincent,46.0
2014,wesley,18.0
2014,william,85.0
2014,wilson,11.0
2014,winston,10.0
2014,xavier,10.0
2014,zachary,25.0
2014,zain,12.0
2014,zayan,18.0
2014,aaron,34.0
2014,abdoul,11.0
2014,abdoulaye,14.0
2014,abraham,13.0
2014,adam,24.0
2014,aden,17.0
2014,adonis,11.0
2014,adrian,15.0
2014,ahmed,10.0
2014,aiden,121.0
2014,alexander,49.0
2014,ali,10.0
2014,alpha,16.0
2014,amadou,15.0
2014,amare,10.0
2014,amari,30.0
2014,amir,101.0
2014,andre,13.0
2014,andrew,41.0
2014,angel,10.0
2014,anthony,37.0
2014,antonio,11.0
2014,asher,13.0
2014,ashton,30.0
2014,austin,22.0
2014,avery,23.0
2014,ayden,59.0
2014,benjamin,30.0
2014,blake,17.0
2014,bradley,15.0
2014,brandon,31.0
2014,brian,20.0
2014,bryan,15.0
2014,bryce,32.0
2014,bryson,17.0
2014,caden,10.0
2014,caiden,18.0
2014,caleb,55.0
2014,calvin,10.0
2014,cameron,38.0
2014,carmelo,13.0
2014,carter,106.0
2014,cayden,29.0
2014,chance,28.0
2014,charles,11.0
2014,chase,70.0
2014,christian,76.0
2014,christopher,55.0
2014,daniel,55.0
2014,darren,10.0
2014,david,46.0
2014,devin,10.0
2014,dominic,14.0
2014,donovan,10.0
2014,dylan,53.0
2014,eli,20.0
2014,elias,15.0
2014,elijah,117.0
2014,emmanuel,37.0
2014,eric,19.0
2014,ethan,138.0
2014,ezekiel,15.0
2014,ezra,10.0
2014,gabriel,43.0
2014,gavin,12.0
2014,giovanni,15.0
2014,greyson,11.0
2014,hunter,33.0
2014,ibrahim,22.0
2014,ibrahima,13.0
2014,isaac,28.0
2014,isaiah,56.0
2014,jace,44.0
2014,jacob,73.0
2014,jaden,28.0
2014,jaiden,21.0
2014,jalen,11.0
2014,jamar,12.0
2014,james,41.0
2014,jasiah,12.0
2014,jason,34.0
2014,jaxon,12.0
2014,jayce,33.0
2014,jayceon,36.0
2014,jayden,121.0
2014,jaylen,19.0
2014,jayson,11.0
2014,jeremiah,114.0
2014,jeremy,14.0
2014,joel,29.0
2014,john,20.0
2014,jonathan,46.0
2014,jordan,40.0
2014,joseph,27.0
2014,joshua,108.0
2014,josiah,89.0
2014,julian,18.0
2014,julius,17.0
2014,justice,10.0
2014,justin,43.0
2014,kaden,20.0
2014,kai,30.0
2014,kaiden,64.0
2014,kaleb,20.0
2014,kamari,12.0
2014,kareem,18.0
2014,karter,35.0
2014,kayden,67.0
2014,kenneth,12.0
2014,kevin,27.0
2014,khalil,13.0
2014,king,66.0
2014,kingston,16.0
2014,kristian,17.0
2014,kyle,33.0
2014,kyrie,23.0
2014,landon,11.0
2014,levi,13.0
2014,liam,113.0
2014,logan,70.0
2014,lorenzo,10.0
2014,lucas,20.0
2014,luke,13.0
2014,major,16.0
2014,malachi,46.0
2014,malik,27.0
2014,mamadou,23.0
2014,marcus,18.0
2014,mason,105.0
2014,matthew,52.0
2014,mekhi,23.0
2014,messiah,49.0
2014,micah,32.0
2014,michael,80.0
2014,miles,13.0
2014,mohamed,43.0
2014,mohammed,12.0
2014,mouhamed,12.0
2014,moussa,16.0
2014,myles,11.0
2014,nasir,33.0
2014,nathan,63.0
2014,nathaniel,48.0
2014,nicholas,31.0
2014,noah,128.0
2014,noel,13.0
2014,nolan,16.0
2014,omar,21.0
2014,omari,13.0
2014,oumar,14.0
2014,peyton,14.0
2014,preston,16.0
2014,prince,21.0
2014,princeton,12.0
2014,quincy,15.0
2014,richard,16.0
2014,riley,14.0
2014,robert,13.0
2014,roman,10.0
2014,ryan,46.0
2014,samuel,24.0
2014,savion,10.0
2014,sean,13.0
2014,sebastian,21.0
2014,seth,10.0
2014,sincere,19.0
2014,steven,10.0
2014,thomas,11.0
2014,timothy,11.0
2014,travis,12.0
2014,tristan,52.0
2014,tyler,77.0
2014,william,21.0
2014,wyatt,10.0
2014,xavier,45.0
2014,zachary,36.0
2014,zahir,14.0
2014,zaiden,14.0
2014,zaire,20.0
2014,zamir,10.0
2014,zane,10.0
2014,zayden,13.0
2014,zion,40.0
2014,aaron,129.0
2014,abel,18.0
2014,abraham,33.0
2014,adam,51.0
2014,adan,10.0
2014,adonis,20.0
2014,adrian,140.0
2014,adriel,34.0
2014,aidan,24.0
2014,aiden,165.0
2014,alan,62.0
2014,albert,15.0
2014,alberto,13.0
2014,alejandro,55.0
2014,alex,66.0
2014,alexander,213.0
2014,alexis,40.0
2014,allan,13.0
2014,allen,12.0
2014,amir,19.0
2014,anderson,17.0
2014,andres,30.0
2014,andrew,88.0
2014,andy,33.0
2014,angel,194.0
2014,anthony,152.0
2014,antonio,36.0
2014,ariel,16.0
2014,armani,13.0
2014,ashton,13.0
2014,austin,39.0
2014,avery,23.0
2014,axel,52.0
